,Country,Job Title,Rural,Quantity,Percentage
428,Hungary,Database Engineer,Urban,77,79.80%
445,Spain,Database Engineer,Urban,77,79.80%
472,Croatia,Database Engineer,Urban,77,79.80%
504,Romania,Database Tester,Urban,77,79.80%
582,Italy,Database Engineer,Urban,77,79.80%
588,Italy,Database Engineer,Urban,77,79.80%
715,Romania,Data Security Analyst,Urban,77,79.80%
725,France,Database Tester,Urban,77,79.80%
734,Great Britain,Database Tester,Urban,77,79.80%
760,Great Britain,Database Engineer,Urban,77,79.80%
766,Spain,Database Engineer,Urban,77,79.80%
819,Spain,Data Security Analyst,Urban,77,79.80%
842,Portugal,Database Engineer,Urban,77,79.80%
901,France,Database Engineer,Urban,77,79.80%
952,France,Data Security Analyst,Urban,77,79.80%
992,Spain,Data Warehouse Architect,Urban,77,79.80%
994,Germany,Data Security Analyst,Rural,77,79.80%
1037,Czechia,Data Security Analyst,Urban,77,79.80%
1044,Hungary,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
1060,Sweden,Data Security Analyst,Urban,77,79.80%
1073,Spain,Data Warehouse Architect,Urban,77,79.80%
1127,Great Britain,Database Engineer,Urban,77,79.80%
1162,Great Britain,Data Security Analyst,Urban,77,79.80%
1181,Belgium,Database Engineer,Urban,77,79.80%
1192,Germany,Data Warehouse Architect,Urban,77,79.80%
1209,Great Britain,Database Tester,Urban,77,79.80%
1304,Italy,Database Tester,Urban,77,79.80%
1311,France,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
1313,Poland,Database Engineer,Urban,77,79.80%
1341,Sweden,Database Tester,Urban,77,79.80%
1343,Poland,Data Security Analyst,Urban,77,79.80%
1362,Italy,Database Tester,Urban,77,79.80%
1377,Great Britain,Data Security Analyst,Urban,77,79.80%
1401,Great Britain,Database Tester,Urban,77,79.80%
1411,Great Britain,Data Warehouse Architect,Urban,77,79.80%
1423,Poland,Database Tester,Urban,77,79.80%
1450,Portugal,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
1477,Ireland,Database Tester,Urban,77,79.80%
1486,Italy,Data Warehouse Architect,Urban,77,79.80%
1519,Great Britain,Data Security Analyst,Urban,77,79.80%
1541,Poland,Database Tester,Urban,77,79.80%
1586,Great Britain,Data Warehouse Architect,Urban,77,79.80%
1607,Great Britain,Database Tester,Urban,77,79.80%
1680,Romania,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
1687,Bulgaria,Database Tester,Urban,77,79.80%
1697,Italy,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
1701,Romania,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
1740,Germany,Database Tester,Rural,77,79.80%
1741,France,Data Security Analyst,Urban,77,79.80%
1764,Slovakia,Database Engineer,Urban,77,79.80%
1770,Sweden,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
1831,Italy,Database Tester,Urban,77,79.80%
1859,Great Britain,Database Tester,Urban,77,79.80%
1862,Spain,Database Engineer,Urban,77,79.80%
1873,Germany,Database Engineer,Urban,77,79.80%
1879,Poland,Database Engineer,Urban,77,79.80%
1919,Germany,Data Security Analyst,Urban,77,79.80%
1972,Italy,Data Warehouse Architect,Urban,77,79.80%
1984,France,Data Warehouse Architect,Urban,77,79.80%
1988,Germany,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
1991,Denmark,Data Warehouse Architect,Urban,77,79.80%
2052,Hungary,Database Engineer,Urban,77,79.80%
2064,Hungary,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
2087,Italy,Data Warehouse Architect,Urban,77,79.80%
2193,Great Britain,Data Security Analyst,Urban,77,79.80%
2226,Poland,Data Warehouse Architect,Urban,77,79.80%
2300,Spain,Database Engineer,Urban,77,79.80%
2307,France,Data Warehouse Architect,Urban,77,79.80%
2316,Lithuania,Data Warehouse Architect,Urban,77,79.80%
2328,Germany,Data Warehouse Architect,Rural,77,79.80%
2334,Great Britain,Data Warehouse Architect,Rural,77,79.80%
2378,Spain,Data Security Analyst,Urban,77,79.80%
2397,Romania,Data Security Analyst,Urban,77,79.80%
2429,Czechia,Database Tester,Urban,77,79.80%
2436,Great Britain,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
2441,Germany,Data Warehouse Architect,Urban,77,79.80%
2521,Greece,Database Engineer,Urban,77,79.80%
2540,Great Britain,Data Security Analyst,Urban,77,79.80%
2544,Czechia,Data Warehouse Architect,Urban,77,79.80%
2572,Germany,Automatic Data Processing Planner (ADP Planner),Rural,77,79.80%
2612,Romania,Database Tester,Urban,77,79.80%
2649,France,Database Tester,Urban,77,79.80%
2661,Finland,Data Security Analyst,Urban,77,79.80%
2675,Germany,Data Security Analyst,Urban,77,79.80%
2693,Spain,Database Tester,Urban,77,79.80%
2697,Netherlands,Data Security Analyst,Urban,77,79.80%
2750,Poland,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
2752,Great Britain,Database Tester,Urban,77,79.80%
2766,France,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
2773,Denmark,Data Warehouse Architect,Rural,77,79.80%
2800,Great Britain,Database Tester,Urban,77,79.80%
2820,Hungary,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
2847,Italy,Database Tester,Urban,77,79.80%
2849,Germany,Database Engineer,Urban,77,79.80%
2859,Bulgaria,Data Warehouse Architect,Urban,77,79.80%
2863,Great Britain,Data Security Analyst,Urban,77,79.80%
2867,Poland,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
2886,Spain,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
2939,Italy,Database Tester,Urban,77,79.80%
2941,Italy,Data Warehouse Architect,Urban,77,79.80%
2950,Great Britain,Database Tester,Urban,77,79.80%
2986,Spain,Data Warehouse Architect,Urban,77,79.80%
3067,Poland,Data Warehouse Architect,Urban,77,79.80%
3078,Germany,Database Engineer,Urban,77,79.80%
3089,Belgium,Database Tester,Urban,77,79.80%
3115,France,Database Engineer,Urban,77,79.80%
3159,Bulgaria,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
3162,Great Britain,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
3188,Bulgaria,Data Warehouse Architect,Urban,77,79.80%
3191,Great Britain,Database Engineer,Urban,77,79.80%
3232,Poland,Database Tester,Urban,77,79.80%
3283,Germany,Database Tester,Rural,77,79.80%
3334,Germany,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
3341,Italy,Data Warehouse Architect,Urban,77,79.80%
3368,Sweden,Data Warehouse Architect,Urban,77,79.80%
3389,Great Britain,Data Security Analyst,Urban,77,79.80%
3398,Germany,Database Engineer,Urban,77,79.80%
3427,Great Britain,Data Warehouse Architect,Urban,77,79.80%
3438,Germany,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
3450,Spain,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
3499,Germany,Data Warehouse Architect,Urban,77,79.80%
3523,Czechia,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
3528,Germany,Data Warehouse Architect,Rural,77,79.80%
3580,Spain,Database Engineer,Urban,77,79.80%
3596,Italy,Data Security Analyst,Urban,77,79.80%
3613,Poland,Data Warehouse Architect,Urban,77,79.80%
3649,Italy,Data Warehouse Architect,Urban,77,79.80%
3691,Germany,Database Engineer,Urban,77,79.80%
3693,Netherlands,Data Security Analyst,Urban,77,79.80%
3727,Slovenia,Data Warehouse Architect,Urban,77,79.80%
3744,Bulgaria,Data Warehouse Architect,Urban,77,79.80%
3762,France,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
3766,France,Database Tester,Rural,77,79.80%
3784,Italy,Database Tester,Urban,77,79.80%
3793,France,Database Engineer,Urban,77,79.80%
3815,Italy,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
3817,Romania,Data Warehouse Architect,Urban,77,79.80%
3824,France,Data Security Analyst,Urban,77,79.80%
3837,Great Britain,Database Engineer,Urban,77,79.80%
3867,Spain,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
3885,Italy,Data Security Analyst,Urban,77,79.80%
3898,Romania,Database Engineer,Urban,77,79.80%
3938,Great Britain,Database Tester,Urban,77,79.80%
3943,Italy,Database Engineer,Urban,77,79.80%
3955,Spain,Database Engineer,Urban,77,79.80%
3969,Germany,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
4001,Spain,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
4021,Spain,Data Warehouse Architect,Urban,77,79.80%
4024,Spain,Database Engineer,Urban,77,79.80%
4026,Great Britain,Database Tester,Urban,77,79.80%
4040,Spain,Data Security Analyst,Rural,77,79.80%
4062,France,Data Warehouse Architect,Rural,77,79.80%
4087,Romania,Data Security Analyst,Urban,77,79.80%
4125,Germany,Database Engineer,Urban,77,79.80%
4131,Poland,Database Engineer,Urban,77,79.80%
4157,Czechia,Database Engineer,Rural,77,79.80%
4240,Germany,Data Warehouse Architect,Urban,77,79.80%
4278,Germany,Database Tester,Urban,77,79.80%
4409,Italy,Database Engineer,Urban,77,79.80%
4427,Spain,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
4485,Germany,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
4501,Italy,Data Security Analyst,Urban,77,79.80%
4529,Italy,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
4556,Italy,Data Warehouse Architect,Urban,77,79.80%
4585,Poland,Data Security Analyst,Urban,77,79.80%
4633,Belgium,Data Security Analyst,Urban,77,79.80%
4637,Netherlands,Database Tester,Urban,77,79.80%
4651,Italy,Database Engineer,Urban,77,79.80%
4693,Spain,Database Engineer,Urban,77,79.80%
4698,Spain,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
4743,Portugal,Data Security Analyst,Urban,77,79.80%
4766,Greece,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
4838,Romania,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
4850,Poland,Data Security Analyst,Urban,77,79.80%
4876,Germany,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
4937,Italy,Database Engineer,Urban,77,79.80%
4943,Great Britain,Database Engineer,Urban,77,79.80%
4982,Italy,Data Security Analyst,Urban,77,79.80%
5015,Italy,Data Security Analyst,Urban,77,79.80%
5057,France,Data Warehouse Architect,Urban,77,79.80%
5074,Germany,Database Tester,Urban,77,79.80%
5140,Germany,Data Security Analyst,Urban,77,79.80%
5143,Austria,Database Engineer,Rural,77,79.80%
5159,Belgium,Database Tester,Urban,77,79.80%
5180,Slovakia,Data Security Analyst,Urban,77,79.80%
5186,Spain,Data Warehouse Architect,Urban,77,79.80%
5191,Denmark,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
5212,Great Britain,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
5274,France,Database Tester,Urban,77,79.80%
5276,Italy,Database Tester,Urban,77,79.80%
5324,Spain,Data Security Analyst,Urban,77,79.80%
5333,France,Data Security Analyst,Urban,77,79.80%
5364,Romania,Data Security Analyst,Urban,77,79.80%
5373,Poland,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
5412,Czechia,Data Security Analyst,Urban,77,79.80%
5428,France,Database Engineer,Urban,77,79.80%
5453,Slovakia,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
5526,France,Database Tester,Urban,77,79.80%
5564,Italy,Data Warehouse Architect,Urban,77,79.80%
5605,Romania,Database Tester,Urban,77,79.80%
5635,Czechia,Data Warehouse Architect,Urban,77,79.80%
5637,Austria,Data Security Analyst,Urban,77,79.80%
5660,Italy,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
5688,Greece,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
5721,Spain,Data Security Analyst,Urban,77,79.80%
5740,Romania,Data Warehouse Architect,Urban,77,79.80%
5751,Great Britain,Data Warehouse Architect,Urban,77,79.80%
5804,Spain,Data Security Analyst,Urban,77,79.80%
5813,Spain,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
5856,France,Database Tester,Urban,77,79.80%
5885,Greece,Data Security Analyst,Urban,77,79.80%
5889,Germany,Database Tester,Urban,77,79.80%
5905,Ireland,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
5925,France,Data Security Analyst,Urban,77,79.80%
6025,Germany,Data Security Analyst,Urban,77,79.80%
6034,Sweden,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
6037,Portugal,Data Warehouse Architect,Urban,77,79.80%
6044,Belgium,Data Security Analyst,Urban,77,79.80%
6049,Germany,Database Tester,Urban,77,79.80%
6147,Spain,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
6234,Spain,Data Warehouse Architect,Urban,77,79.80%
6246,Belgium,Database Engineer,Rural,77,79.80%
6269,Great Britain,Database Engineer,Urban,77,79.80%
6306,Italy,Data Security Analyst,Urban,77,79.80%
6318,Czechia,Database Tester,Urban,77,79.80%
6326,France,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
6383,Spain,Database Engineer,Urban,77,79.80%
6390,France,Data Warehouse Architect,Urban,77,79.80%
6399,France,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
6404,France,Database Tester,Urban,77,79.80%
6412,France,Database Tester,Urban,77,79.80%
6467,Portugal,Data Security Analyst,Urban,77,79.80%
6479,Croatia,Database Tester,Urban,77,79.80%
6495,Poland,Database Engineer,Urban,77,79.80%
6519,Italy,Data Warehouse Architect,Urban,77,79.80%
6556,Italy,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
6559,France,Automatic Data Processing Planner (ADP Planner),Rural,77,79.80%
6572,Hungary,Data Warehouse Architect,Urban,77,79.80%
6582,Italy,Database Engineer,Urban,77,79.80%
6632,Lithuania,Automatic Data Processing Planner (ADP Planner),Urban,77,79.80%
6703,Germany,Data Warehouse Architect,Urban,77,79.80%
